name,chrom,chromStart,chromEnd,score,strand,signalValue,pValue,qValue,peak,annotation,geneStart,geneEnd,geneLength,geneId,transcriptId,distanceToTSS,gene,gene_start,gene_end
SRR21146074_vs_SRR21146077_peak_59,2L,867639,867699,26,.,4.97833,5.94877,2.6805,18,Promoter (<=1kb),861849,868013,6165,FBgn0029095,FBtr0078032,355,aru,861849.0,868354.0
SRR21146074_vs_SRR21146077_peak_60,2L,942037,942059,20,.,4.1181,5.20992,2.09441,1,"Intron (FBtr0077949/FBgn0028481, intron 2 of 10)",922793,958098,35306,FBgn0028481,FBtr0305064,19246,CG4341,922793.0,958098.0
SRR21146074_vs_SRR21146077_peak_61,2L,942141,942162,47,.,5.72784,8.58517,4.77344,18,"Intron (FBtr0077949/FBgn0028481, intron 2 of 10)",922793,958098,35306,FBgn0028481,FBtr0305064,19367,CG4341,922793.0,958098.0
SRR21146074_vs_SRR21146077_peak_62,2L,1024661,1024728,31,.,5.03722,6.49967,3.14519,60,Promoter (2-3kb),1026105,1026897,793,FBgn0031295,FBtr0077997,2175,asRNA:CR46486,1019659.0,1028737.0
SRR21146074_vs_SRR21146077_peak_63,2L,1024789,1024804,19,.,4.08267,4.98931,1.99222,14,Promoter (2-3kb),1026105,1026897,793,FBgn0031295,FBtr0077997,2093,asRNA:CR46486,1019659.0,1028737.0
SRR21146074_vs_SRR21146077_peak_64,2L,1027765,1027871,32,.,4.86142,6.60773,3.23949,49,Promoter (<=1kb),1026105,1026897,793,FBgn0031295,FBtr0077997,-918,asRNA:CR46486,1019659.0,1028737.0
SRR21146074_vs_SRR21146077_peak_65,2L,1042958,1043011,61,.,6.76967,10.19656,6.17856,7,Promoter (<=1kb),1011421,1043218,31798,FBgn0031294,FBtr0301416,252,IA-2,1008378.0,1048053.0
SRR21146074_vs_SRR21146077_peak_66,2L,1046471,1046489,19,.,4.08267,4.98931,1.99222,0,Promoter (1-2kb),1008378,1048053,39676,FBgn0031294,FBtr0301417,1581,IA-2,1008378.0,1048053.0
SRR21146074_vs_SRR21146077_peak_67,2L,1047451,1047514,23,.,4.53504,5.46836,2.31712,4,Promoter (<=1kb),1008378,1048053,39676,FBgn0031294,FBtr0301417,597,IA-2,1008378.0,1048053.0
SRR21146074_vs_SRR21146077_peak_68,2L,1056369,1056426,26,.,4.5305,5.94877,2.6805,55,"Intron (FBtr0077993/FBgn0003310, intron 2 of 4)",1008378,1048053,39676,FBgn0031294,FBtr0301417,-8372,S,1049674.0,1077815.0
SRR21146074_vs_SRR21146077_peak_69,2L,1060669,1060678,25,.,4.58668,5.70589,2.52321,4,"Intron (FBtr0077993/FBgn0003310, intron 2 of 4)",1008378,1048053,39676,FBgn0031294,FBtr0301417,-12621,S,1049674.0,1077815.0
SRR21146074_vs_SRR21146077_peak_70,2L,1094264,1094273,62,.,6.53271,10.3788,6.26802,4,"Intron (FBtr0332570/FBgn0031299, intron 2 of 8)",1083091,1102504,19414,FBgn0031299,FBtr0332570,8235,CG4629,1083091.0,1102504.0
SRR21146074_vs_SRR21146077_peak_71,2L,1102646,1102709,16,.,3.91347,4.50747,1.61832,59,Promoter (<=1kb),1083248,1102504,19257,FBgn0031299,FBtr0332571,-202,intergenic,,
SRR21146074_vs_SRR21146077_peak_72,2L,1102925,1103018,33,.,5.20327,6.82782,3.37855,20,Promoter (<=1kb),1083248,1102504,19257,FBgn0031299,FBtr0332571,-442,intergenic,,
SRR21146074_vs_SRR21146077_peak_73,2L,1113909,1114291,70,.,8.05428,11.28844,7.08723,282,Promoter (1-2kb),1112941,1114138,1198,FBgn0031302,FBtr0077955,1251,intergenic,,
SRR21146074_vs_SRR21146077_peak_74,2L,1119442,1119820,20,.,3.916,5.08049,2.06026,206,Promoter (<=1kb),1114654,1119031,4378,FBgn0016926,FBtr0332272,-618,Pino,1114654.0,1128953.0
SRR21146074_vs_SRR21146077_peak_75,2L,1121315,1121374,48,.,6.17992,8.72444,4.8981,4,Promoter (2-3kb),1114654,1119031,4378,FBgn0016926,FBtr0332272,-2289,Pino,1114654.0,1128953.0
SRR21146074_vs_SRR21146077_peak_76,2L,1125756,1125785,28,.,4.87965,6.16284,2.86106,23,"Intron (FBtr0077987/FBgn0016926, intron 2 of 4)",1114654,1128953,14300,FBgn0016926,FBtr0077987,3173,Pino,1114654.0,1128953.0
SRR21146074_vs_SRR21146077_peak_77,2L,1157286,1157314,24,.,4.69298,5.66549,2.48733,26,Promoter (<=1kb),1151678,1158262,6585,FBgn0261458,FBtr0100022,949,capt,1151678.0,1158262.0
SRR21146074_vs_SRR21146077_peak_78,2L,1157383,1157773,45,.,6.00392,8.29379,4.59904,5,Promoter (<=1kb),1151678,1158262,6585,FBgn0261458,FBtr0100022,873,capt,1151678.0,1158262.0
SRR21146074_vs_SRR21146077_peak_79,2L,1158527,1158556,43,.,6.35397,7.99855,4.33769,22,Promoter (<=1kb),1158661,1160220,1560,FBgn0031312,FBtr0077961,-111,intergenic,,
SRR21146074_vs_SRR21146077_peak_80,2L,1200317,1200469,47,.,5.72784,8.58517,4.77344,5,Promoter (<=1kb),1200205,1200663,459,FBgn0263081,FBtr0335381,118,CG43349,1200205.0,1200663.0
SRR21146074_vs_SRR21146077_peak_81,2L,1200532,1200541,33,.,4.92297,6.85819,3.37855,4,Promoter (<=1kb),1200671,1201220,550,FBgn0040723,FBtr0335382,-134,CG43349,1200205.0,1200663.0
SRR21146074_vs_SRR21146077_peak_82,2L,1200715,1200763,62,.,6.53271,10.3788,6.26802,6,Promoter (<=1kb),1200671,1201220,550,FBgn0040723,FBtr0335382,51,CG5011,1200671.0,1201220.0
SRR21146074_vs_SRR21146077_peak_83,2L,1302081,1302120,14,.,3.82527,4.26211,1.41832,1,Distal Intergenic,1329161,1329993,833,FBgn0011294,FBtr0077922,-27078,gypsy{}286,1301807.0,1302288.0
SRR21146074_vs_SRR21146077_peak_84,2L,1361567,1361685,47,.,5.6926,8.43328,4.71438,8,Promoter (<=1kb),1359983,1361735,1753,FBgn0053126,FBtr0077942,159,NLaz,1359837.0,1361821.0
SRR21146074_vs_SRR21146077_peak_85,2L,1657071,1657123,19,.,4.08267,4.98931,1.99222,18,"Intron (FBtr0077877/FBgn0086758, intron 2 of 6)",1651258,1704682,53425,FBgn0086758,FBtr0307047,5832,chinmo,1651258.0,1704682.0
SRR21146074_vs_SRR21146077_peak_86,2L,1709923,1710009,29,.,4.92778,6.31767,2.99228,69,Promoter (<=1kb),1707132,1710421,3290,FBgn0031356,FBtr0077912,428,CG17660,1707132.0,1710421.0
SRR21146074_vs_SRR21146077_peak_87,2L,1735231,1735296,37,.,5.35675,7.25675,3.70866,3,Promoter (2-3kb),1737467,1750612,13146,FBgn0264494,FBtr0077886,-2232,CG17646,1732524.0,1750612.0
SRR21146074_vs_SRR21146077_peak_88,2L,1737131,1737307,13,.,3.16092,4.14638,1.32066,92,Promoter (<=1kb),1737467,1750612,13146,FBgn0264494,FBtr0077886,-243,CG17646,1732524.0,1750612.0
SRR21146074_vs_SRR21146077_peak_89,2L,1744972,1745180,59,.,6.5949,9.92625,5.95023,136,"Exon (FBtr0077885/FBgn0264494, exon 6 of 12)",1750687,1752122,1436,FBgn0027597,FBtr0077903,7013,CG17646,1732524.0,1750612.0
SRR21146074_vs_SRR21146077_peak_90,2L,1747738,1747747,23,.,4.63766,5.55621,2.39197,2,"Exon (FBtr0077885/FBgn0264494, exon 9 of 12)",1750687,1752122,1436,FBgn0027597,FBtr0077903,4381,CG17646,1732524.0,1750612.0
SRR21146074_vs_SRR21146077_peak_91,2L,1749711,1749773,26,.,4.97833,5.94877,2.6805,0,Promoter (2-3kb),1750687,1752122,1436,FBgn0027597,FBtr0077903,2410,CG17646,1732524.0,1750612.0
SRR21146074_vs_SRR21146077_peak_92,2L,1750939,1750995,20,.,4.10318,5.02041,2.01553,1,Promoter (1-2kb),1750687,1752122,1436,FBgn0027597,FBtr0077903,1181,CG17712,1750687.0,1752122.0
SRR21146074_vs_SRR21146077_peak_93,2L,1886032,1886060,17,.,3.97456,4.69447,1.77642,8,Promoter (1-2kb),1884622,1943818,59197,FBgn0031374,FBtr0077811,1419,Wdr62,1884622.0,1944289.0
SRR21146074_vs_SRR21146077_peak_94,2L,1888893,1889179,91,.,8.04707,13.70565,9.1208,141,"Intron (FBtr0113012/FBgn0031374, intron 1 of 18)",1884622,1943818,59197,FBgn0031374,FBtr0077811,4413,Wdr62,1884622.0,1944289.0
SRR21146074_vs_SRR21146077_peak_95,2L,1903043,1903059,31,.,5.05472,6.45442,3.10766,0,"Intron (FBtr0113012/FBgn0031374, intron 1 of 18)",1911742,1943818,32077,FBgn0031374,FBtr0309828,-8698,Wdr62,1884622.0,1944289.0
SRR21146074_vs_SRR21146077_peak_96,2L,1911787,1911826,17,.,3.06613,4.70046,1.78014,38,Promoter (<=1kb),1911742,1944289,32548,FBgn0031374,FBtr0113011,84,Wdr62,1884622.0,1944289.0
SRR21146074_vs_SRR21146077_peak_97,2L,1911981,1912008,13,.,3.16092,4.14638,1.32066,0,Promoter (<=1kb),1911742,1944289,32548,FBgn0031374,FBtr0113011,240,Wdr62,1884622.0,1944289.0
SRR21146074_vs_SRR21146077_peak_98,2L,1915105,1915398,64,.,7.05961,10.59745,6.46712,65,"Intron (FBtr0113012/FBgn0031374, intron 3 of 18)",1911742,1944289,32548,FBgn0031374,FBtr0113011,3429,Wdr62,1884622.0,1944289.0
SRR21146074_vs_SRR21146077_peak_99,2L,1926099,1926212,34,.,5.42617,6.95302,3.44332,74,Promoter (1-2kb),1927753,1943939,16187,FBgn0031374,FBtr0110882,-1579,Wdr62,1884622.0,1944289.0
SRR21146074_vs_SRR21146077_peak_100,2L,1986889,1987370,26,.,4.5305,5.94877,2.6805,175,Promoter (<=1kb),1984512,1986955,2444,FBgn0001125,FBtr0077868,-110,Got2,1984512.0,1987758.0
SRR21146074_vs_SRR21146077_peak_101,2L,1987767,1987879,84,.,8.81321,12.98669,8.49108,77,Promoter (<=1kb),1984512,1987758,3247,FBgn0001125,FBtr0077867,-87,intergenic,,
SRR21146074_vs_SRR21146077_peak_102,2L,1988159,1988257,52,.,6.40806,9.16827,5.28141,49,Promoter (<=1kb),1988290,1988940,651,FBgn0031381,FBtr0077816,-81,intergenic,,
SRR21146074_vs_SRR21146077_peak_103,2L,2006447,2006576,20,.,3.916,5.08049,2.06026,106,Promoter (<=1kb),1997102,2006313,9212,FBgn0053543,FBtr0309285,-241,intergenic,,
SRR21146074_vs_SRR21146077_peak_104,2L,2039682,2039868,26,.,4.21456,5.86499,2.65303,115,Promoter (<=1kb),2039733,2044372,4640,FBgn0003557,FBtr0077824,65,Su(dx),2037714.0,2044372.0
SRR21146074_vs_SRR21146077_peak_105,2L,2152482,2152515,26,.,4.5305,5.94877,2.6805,30,Promoter (<=1kb),2151754,2155389,3636,FBgn0031392,FBtr0330657,759,AIF,2151754.0,2155389.0
SRR21146074_vs_SRR21146077_peak_106,2L,2152597,2152670,26,.,4.97833,5.94877,2.6805,21,Promoter (<=1kb),2151754,2155389,3636,FBgn0031392,FBtr0330657,865,AIF,2151754.0,2155389.0
SRR21146074_vs_SRR21146077_peak_107,2L,2153132,2153335,61,.,6.76967,10.19656,6.17856,90,Promoter (1-2kb),2151754,2155389,3636,FBgn0031392,FBtr0330657,1469,AIF,2151754.0,2155389.0
SRR21146074_vs_SRR21146077_peak_108,2L,2178175,2178234,27,.,4.54644,6.03103,2.74923,49,Promoter (<=1kb),2156484,2178754,22271,FBgn0000097,FBtr0077850,529,aop,2156484.0,2178754.0
SRR21146074_vs_SRR21146077_peak_109,2L,2178293,2178462,13,.,3.16092,4.14638,1.32066,105,Promoter (<=1kb),2156484,2178754,22271,FBgn0000097,FBtr0077850,355,aop,2156484.0,2178754.0
SRR21146074_vs_SRR21146077_peak_110,2L,2178521,2178708,47,.,5.38017,8.45488,4.73096,18,Promoter (<=1kb),2156484,2178754,22271,FBgn0000097,FBtr0077850,214,aop,2156484.0,2178754.0
SRR21146074_vs_SRR21146077_peak_111,2L,2180046,2180101,14,.,3.61745,4.33257,1.4719,39,Promoter (1-2kb),2157427,2178754,21328,FBgn0000097,FBtr0330660,-1332,intergenic,,
SRR21146074_vs_SRR21146077_peak_112,2L,2180161,2180222,26,.,4.97833,5.94877,2.6805,23,Promoter (1-2kb),2157427,2178754,21328,FBgn0000097,FBtr0330660,-1431,intergenic,,
SRR21146074_vs_SRR21146077_peak_113,2L,2194715,2194820,33,.,5.29975,6.85196,3.37855,16,Promoter (1-2kb),2192525,2193010,486,FBgn0085201,FBtr0308188,-1722,COX7AL2,2192525.0,2197912.0
SRR21146074_vs_SRR21146077_peak_114,2L,2197240,2197468,72,.,7.84347,11.48424,7.23629,138,Promoter (<=1kb),2192525,2197912,5388,FBgn0085201,FBtr0330663,533,COX7AL2,2192525.0,2197912.0
SRR21146074_vs_SRR21146077_peak_115,2L,2197998,2198071,26,.,4.5305,5.94877,2.6805,0,Promoter (<=1kb),2192525,2197912,5388,FBgn0085201,FBtr0330663,-87,intergenic,,
SRR21146074_vs_SRR21146077_peak_116,2L,2198618,2198700,40,.,5.59962,7.59004,4.00069,1,Promoter (<=1kb),2192525,2197912,5388,FBgn0085201,FBtr0330663,-708,intergenic,,
SRR21146074_vs_SRR21146077_peak_117,2L,2199039,2199131,13,.,3.16092,4.14638,1.32066,90,Promoter (1-2kb),2192525,2197912,5388,FBgn0085201,FBtr0330663,-1218,intergenic,,
SRR21146074_vs_SRR21146077_peak_118,2L,2199835,2199895,43,.,5.81243,8.05164,4.38744,2,Promoter (1-2kb),2192525,2197912,5388,FBgn0085201,FBtr0330663,-1926,intergenic,,
SRR21146074_vs_SRR21146077_peak_119,2L,2201462,2201572,26,.,4.5305,5.94877,2.6805,50,Distal Intergenic,2192525,2197912,5388,FBgn0085201,FBtr0330663,-3601,intergenic,,
SRR21146074_vs_SRR21146077_peak_120,2L,2202061,2202294,26,.,4.5305,5.94877,2.6805,20,Distal Intergenic,2203721,2206166,2446,FBgn0051668,FBtr0307523,4084,intergenic,,
SRR21146074_vs_SRR21146077_peak_121,2L,2202807,2202909,26,.,4.5305,5.94877,2.6805,51,Distal Intergenic,2203721,2206166,2446,FBgn0051668,FBtr0307523,3307,intergenic,,
SRR21146074_vs_SRR21146077_peak_122,2L,2203496,2203507,33,.,5.25609,6.87358,3.3911,7,Promoter (2-3kb),2203721,2206166,2446,FBgn0051668,FBtr0307523,2662,intergenic,,
SRR21146074_vs_SRR21146077_peak_123,2L,2227149,2227456,46,.,5.11022,8.41215,4.69656,108,Promoter (<=1kb),2226753,2227604,852,FBgn0264945,FBtr0335164,346,asRNA:CR44114,2226753.0,2227604.0
SRR21146074_vs_SRR21146077_peak_124,2L,2305888,2305916,34,.,5.24178,6.93086,3.44149,26,Promoter (2-3kb),2307948,2308872,925,FBgn0031412,FBtr0077758,-2033,intergenic,,
