"","seqnames","start","end","width","strand","V4","V5","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"24","chr2L",300326,300326,1,"*","SRR21146074_vs_SRR21146077_peak_24",8.08104,"Promoter (1-2kb)",1,301706,305233,3528,1,"FBgn0020622","FBtr0331206",-1380
"25","chr2L",307049,307049,1,"*","SRR21146074_vs_SRR21146077_peak_25",1.7811,"Promoter (1-2kb)",1,305935,355566,49632,1,"FBgn0004611","FBtr0078049",1114
"26","chr2L",307223,307223,1,"*","SRR21146074_vs_SRR21146077_peak_26",1.99222,"Promoter (1-2kb)",1,305935,355566,49632,1,"FBgn0004611","FBtr0078049",1288
"27","chr2L",308066,308066,1,"*","SRR21146074_vs_SRR21146077_peak_27",4.20436,"Promoter (1-2kb)",1,308537,309348,812,2,"FBgn0263872","FBtr0329830",1282
"28","chr2L",319142,319142,1,"*","SRR21146074_vs_SRR21146077_peak_28",2.31712,"Promoter (<=1kb)",1,318362,319259,898,2,"FBgn0031248","FBtr0078099",117
"29","chr2L",455864,455864,1,"*","SRR21146074_vs_SRR21146077_peak_29",2.31712,"Promoter (<=1kb)",1,455531,458745,3215,1,"FBgn0031257","FBtr0331231",333
"30","chr2L",466582,466582,1,"*","SRR21146074_vs_SRR21146077_peak_30",1.4719,"Intron (FBtr0310035/FBgn0031258, intron 1 of 1)",1,458876,471555,12680,2,"FBgn0031258","FBtr0310035",4973
"31","chr2L",469256,469256,1,"*","SRR21146074_vs_SRR21146077_peak_31",3.44332,"Promoter (2-3kb)",1,458876,471555,12680,2,"FBgn0031258","FBtr0310035",2299
"32","chr2L",470354,470354,1,"*","SRR21146074_vs_SRR21146077_peak_32",3.13627,"Promoter (1-2kb)",1,458876,471555,12680,2,"FBgn0031258","FBtr0310035",1201
"33","chr2L",470812,470812,1,"*","SRR21146074_vs_SRR21146077_peak_33",3.04869,"Promoter (<=1kb)",1,458876,471555,12680,2,"FBgn0031258","FBtr0310035",743
"34","chr2L",475964,475964,1,"*","SRR21146074_vs_SRR21146077_peak_34",3.44388,"Promoter (<=1kb)",1,476220,540532,64313,1,"FBgn0003963","FBtr0333012",-256
"35","chr2L",476123,476123,1,"*","SRR21146074_vs_SRR21146077_peak_35",4.33769,"Promoter (<=1kb)",1,476220,540532,64313,1,"FBgn0003963","FBtr0333012",-97
"36","chr2L",483962,483962,1,"*","SRR21146074_vs_SRR21146077_peak_36",2.65303,"Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,476446,479688,3243,2,"FBgn0043364","FBtr0310030",-4274
"37","chr2L",484447,484447,1,"*","SRR21146074_vs_SRR21146077_peak_37",2.6805,"Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,476446,479688,3243,2,"FBgn0043364","FBtr0310030",-4759
"38","chr2L",484798,484798,1,"*","SRR21146074_vs_SRR21146077_peak_38",2.31712,"Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,476446,479688,3243,2,"FBgn0043364","FBtr0310030",-5110
"39","chr2L",484882,484882,1,"*","SRR21146074_vs_SRR21146077_peak_39",3.29812,"Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,476446,479688,3243,2,"FBgn0043364","FBtr0310030",-5194
"40","chr2L",485821,485821,1,"*","SRR21146074_vs_SRR21146077_peak_40",2.06026,"Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,490835,540532,49698,1,"FBgn0003963","FBtr0310027",-5014
"41","chr2L",494269,494269,1,"*","SRR21146074_vs_SRR21146077_peak_41",3.44332,"Promoter (2-3kb)",1,491879,492649,771,1,"FBgn0267991","FBtr0347590",2390
"42","chr2L",529014,529014,1,"*","SRR21146074_vs_SRR21146077_peak_42",3.37855,"Intron (FBtr0333012/FBgn0003963, intron 2 of 7)",1,523736,540560,16825,1,"FBgn0003963","FBtr0329895",5278
"43","chr2L",529134,529134,1,"*","SRR21146074_vs_SRR21146077_peak_43",3.37855,"Intron (FBtr0333012/FBgn0003963, intron 2 of 7)",1,523736,540560,16825,1,"FBgn0003963","FBtr0329895",5398
"44","chr2L",573630,573630,1,"*","SRR21146074_vs_SRR21146077_peak_44",2.6805,"Promoter (<=1kb)",1,573033,574264,1232,2,"FBgn0031267","FBtr0078074",634
"45","chr2L",574585,574585,1,"*","SRR21146074_vs_SRR21146077_peak_45",2.6805,"Promoter (<=1kb)",1,574508,575734,1227,1,"FBgn0031268","FBtr0078069",77
"46","chr2L",822018,822018,1,"*","SRR21146074_vs_SRR21146077_peak_46",2.18162,"Promoter (<=1kb)",1,821422,824337,2916,1,"FBgn0031285","FBtr0301908",596
"47","chr2L",826844,826844,1,"*","SRR21146074_vs_SRR21146077_peak_47",1.78014,"Promoter (<=1kb)",1,825969,833241,7273,1,"FBgn0010583","FBtr0078015",875
"48","chr2L",843160,843160,1,"*","SRR21146074_vs_SRR21146077_peak_48",4.33769,"Promoter (<=1kb)",1,833587,842943,9357,2,"FBgn0020304","FBtr0078037",-217
"49","chr2L",844743,844743,1,"*","SRR21146074_vs_SRR21146077_peak_49",1.51953,"Promoter (1-2kb)",1,833587,842943,9357,2,"FBgn0020304","FBtr0078037",-1800
"50","chr2L",845896,845896,1,"*","SRR21146074_vs_SRR21146077_peak_50",3.29014,"Promoter (2-3kb)",1,833587,842943,9357,2,"FBgn0020304","FBtr0078037",-2953
"51","chr2L",846027,846027,1,"*","SRR21146074_vs_SRR21146077_peak_51",2.42139,"Intron (FBtr0302120/FBgn0020304, intron 1 of 5)",1,833587,842943,9357,2,"FBgn0020304","FBtr0078037",-3084
"52","chr2L",846814,846814,1,"*","SRR21146074_vs_SRR21146077_peak_52",3.50086,"Intron (FBtr0302120/FBgn0020304, intron 1 of 5)",1,833587,842943,9357,2,"FBgn0020304","FBtr0078037",-3871
"53","chr2L",850246,850246,1,"*","SRR21146074_vs_SRR21146077_peak_53",2.82119,"Promoter (<=1kb)",1,850702,851163,462,1,"FBgn0264869","FBtr0334793",-456
"54","chr2L",850391,850391,1,"*","SRR21146074_vs_SRR21146077_peak_54",2.94478,"Promoter (<=1kb)",1,850702,851163,462,1,"FBgn0264869","FBtr0334793",-311
"55","chr2L",865716,865716,1,"*","SRR21146074_vs_SRR21146077_peak_55",1.90006,"Promoter (<=1kb)",1,861849,865861,4013,2,"FBgn0029095","FBtr0078033",145
"56","chr2L",865830,865830,1,"*","SRR21146074_vs_SRR21146077_peak_56",2.87254,"Promoter (<=1kb)",1,861849,865861,4013,2,"FBgn0029095","FBtr0078033",31
"57","chr2L",865998,865998,1,"*","SRR21146074_vs_SRR21146077_peak_57",1.91758,"Promoter (<=1kb)",1,861849,865861,4013,2,"FBgn0029095","FBtr0078033",-137
"58","chr2L",867422,867422,1,"*","SRR21146074_vs_SRR21146077_peak_58",3.06733,"Promoter (<=1kb)",1,861849,868013,6165,2,"FBgn0029095","FBtr0078032",591
"59","chr2L",867658,867658,1,"*","SRR21146074_vs_SRR21146077_peak_59",2.6805,"Promoter (<=1kb)",1,861849,868013,6165,2,"FBgn0029095","FBtr0078032",355
"60","chr2L",942039,942039,1,"*","SRR21146074_vs_SRR21146077_peak_60",2.09441,"Intron (FBtr0077949/FBgn0028481, intron 2 of 10)",1,922793,958098,35306,1,"FBgn0028481","FBtr0305064",19246
"61","chr2L",942160,942160,1,"*","SRR21146074_vs_SRR21146077_peak_61",4.77344,"Intron (FBtr0077949/FBgn0028481, intron 2 of 10)",1,922793,958098,35306,1,"FBgn0028481","FBtr0305064",19367
"62","chr2L",1024722,1024722,1,"*","SRR21146074_vs_SRR21146077_peak_62",3.14519,"Promoter (2-3kb)",1,1026105,1026897,793,2,"FBgn0031295","FBtr0077997",2175
"63","chr2L",1024804,1024804,1,"*","SRR21146074_vs_SRR21146077_peak_63",1.99222,"Promoter (2-3kb)",1,1026105,1026897,793,2,"FBgn0031295","FBtr0077997",2093
"64","chr2L",1027815,1027815,1,"*","SRR21146074_vs_SRR21146077_peak_64",3.23949,"Promoter (<=1kb)",1,1026105,1026897,793,2,"FBgn0031295","FBtr0077997",-918
"65","chr2L",1042966,1042966,1,"*","SRR21146074_vs_SRR21146077_peak_65",6.17856,"Promoter (<=1kb)",1,1011421,1043218,31798,2,"FBgn0031294","FBtr0301416",252
"66","chr2L",1046472,1046472,1,"*","SRR21146074_vs_SRR21146077_peak_66",1.99222,"Promoter (1-2kb)",1,1008378,1048053,39676,2,"FBgn0031294","FBtr0301417",1581
"67","chr2L",1047456,1047456,1,"*","SRR21146074_vs_SRR21146077_peak_67",2.31712,"Promoter (<=1kb)",1,1008378,1048053,39676,2,"FBgn0031294","FBtr0301417",597
"68","chr2L",1056425,1056425,1,"*","SRR21146074_vs_SRR21146077_peak_68",2.6805,"Intron (FBtr0077993/FBgn0003310, intron 2 of 4)",1,1008378,1048053,39676,2,"FBgn0031294","FBtr0301417",-8372
"69","chr2L",1060674,1060674,1,"*","SRR21146074_vs_SRR21146077_peak_69",2.52321,"Intron (FBtr0077993/FBgn0003310, intron 2 of 4)",1,1008378,1048053,39676,2,"FBgn0031294","FBtr0301417",-12621
"70","chr2L",1094269,1094269,1,"*","SRR21146074_vs_SRR21146077_peak_70",6.26802,"Intron (FBtr0332570/FBgn0031299, intron 2 of 8)",1,1083091,1102504,19414,2,"FBgn0031299","FBtr0332570",8235
"71","chr2L",1102706,1102706,1,"*","SRR21146074_vs_SRR21146077_peak_71",1.61832,"Promoter (<=1kb)",1,1083248,1102504,19257,2,"FBgn0031299","FBtr0332571",-202
"72","chr2L",1102946,1102946,1,"*","SRR21146074_vs_SRR21146077_peak_72",3.37855,"Promoter (<=1kb)",1,1083248,1102504,19257,2,"FBgn0031299","FBtr0332571",-442
"73","chr2L",1114192,1114192,1,"*","SRR21146074_vs_SRR21146077_peak_73",7.08723,"Promoter (1-2kb)",1,1112941,1114138,1198,1,"FBgn0031302","FBtr0077955",1251
"74","chr2L",1119649,1119649,1,"*","SRR21146074_vs_SRR21146077_peak_74",2.06026,"Promoter (<=1kb)",1,1114654,1119031,4378,2,"FBgn0016926","FBtr0332272",-618
"75","chr2L",1121320,1121320,1,"*","SRR21146074_vs_SRR21146077_peak_75",4.8981,"Promoter (2-3kb)",1,1114654,1119031,4378,2,"FBgn0016926","FBtr0332272",-2289
"76","chr2L",1125780,1125780,1,"*","SRR21146074_vs_SRR21146077_peak_76",2.86106,"Intron (FBtr0077987/FBgn0016926, intron 2 of 4)",1,1114654,1128953,14300,2,"FBgn0016926","FBtr0077987",3173
"77","chr2L",1157313,1157313,1,"*","SRR21146074_vs_SRR21146077_peak_77",2.48733,"Promoter (<=1kb)",1,1151678,1158262,6585,2,"FBgn0261458","FBtr0100022",949
"78","chr2L",1157389,1157389,1,"*","SRR21146074_vs_SRR21146077_peak_78",4.59904,"Promoter (<=1kb)",1,1151678,1158262,6585,2,"FBgn0261458","FBtr0100022",873
"79","chr2L",1158550,1158550,1,"*","SRR21146074_vs_SRR21146077_peak_79",4.33769,"Promoter (<=1kb)",1,1158661,1160220,1560,1,"FBgn0031312","FBtr0077961",-111
"80","chr2L",1200323,1200323,1,"*","SRR21146074_vs_SRR21146077_peak_80",4.77344,"Promoter (<=1kb)",1,1200205,1200663,459,1,"FBgn0263081","FBtr0335381",118
"81","chr2L",1200537,1200537,1,"*","SRR21146074_vs_SRR21146077_peak_81",3.37855,"Promoter (<=1kb)",1,1200671,1201220,550,1,"FBgn0040723","FBtr0335382",-134
"82","chr2L",1200722,1200722,1,"*","SRR21146074_vs_SRR21146077_peak_82",6.26802,"Promoter (<=1kb)",1,1200671,1201220,550,1,"FBgn0040723","FBtr0335382",51
"83","chr2L",1302083,1302083,1,"*","SRR21146074_vs_SRR21146077_peak_83",1.41832,"Distal Intergenic",1,1329161,1329993,833,1,"FBgn0011294","FBtr0077922",-27078
"84","chr2L",1361576,1361576,1,"*","SRR21146074_vs_SRR21146077_peak_84",4.71438,"Promoter (<=1kb)",1,1359983,1361735,1753,2,"FBgn0053126","FBtr0077942",159
"85","chr2L",1657090,1657090,1,"*","SRR21146074_vs_SRR21146077_peak_85",1.99222,"Intron (FBtr0077877/FBgn0086758, intron 2 of 6)",1,1651258,1704682,53425,1,"FBgn0086758","FBtr0307047",5832
"86","chr2L",1709993,1709993,1,"*","SRR21146074_vs_SRR21146077_peak_86",2.99228,"Promoter (<=1kb)",1,1707132,1710421,3290,2,"FBgn0031356","FBtr0077912",428
"87","chr2L",1735235,1735235,1,"*","SRR21146074_vs_SRR21146077_peak_87",3.70866,"Promoter (2-3kb)",1,1737467,1750612,13146,1,"FBgn0264494","FBtr0077886",-2232
"88","chr2L",1737224,1737224,1,"*","SRR21146074_vs_SRR21146077_peak_88",1.32066,"Promoter (<=1kb)",1,1737467,1750612,13146,1,"FBgn0264494","FBtr0077886",-243
"89","chr2L",1745109,1745109,1,"*","SRR21146074_vs_SRR21146077_peak_89",5.95023,"Exon (FBtr0077885/FBgn0264494, exon 6 of 12)",1,1750687,1752122,1436,2,"FBgn0027597","FBtr0077903",7013
"90","chr2L",1747741,1747741,1,"*","SRR21146074_vs_SRR21146077_peak_90",2.39197,"Exon (FBtr0077885/FBgn0264494, exon 9 of 12)",1,1750687,1752122,1436,2,"FBgn0027597","FBtr0077903",4381
"91","chr2L",1749712,1749712,1,"*","SRR21146074_vs_SRR21146077_peak_91",2.6805,"Promoter (2-3kb)",1,1750687,1752122,1436,2,"FBgn0027597","FBtr0077903",2410
"92","chr2L",1750941,1750941,1,"*","SRR21146074_vs_SRR21146077_peak_92",2.01553,"Promoter (1-2kb)",1,1750687,1752122,1436,2,"FBgn0027597","FBtr0077903",1181
"93","chr2L",1886041,1886041,1,"*","SRR21146074_vs_SRR21146077_peak_93",1.77642,"Promoter (1-2kb)",1,1884622,1943818,59197,1,"FBgn0031374","FBtr0077811",1419
"94","chr2L",1889035,1889035,1,"*","SRR21146074_vs_SRR21146077_peak_94",9.1208,"Intron (FBtr0113012/FBgn0031374, intron 1 of 18)",1,1884622,1943818,59197,1,"FBgn0031374","FBtr0077811",4413
"95","chr2L",1903044,1903044,1,"*","SRR21146074_vs_SRR21146077_peak_95",3.10766,"Intron (FBtr0113012/FBgn0031374, intron 1 of 18)",1,1911742,1943818,32077,1,"FBgn0031374","FBtr0309828",-8698
"96","chr2L",1911826,1911826,1,"*","SRR21146074_vs_SRR21146077_peak_96",1.78014,"Promoter (<=1kb)",1,1911742,1944289,32548,1,"FBgn0031374","FBtr0113011",84
"97","chr2L",1911982,1911982,1,"*","SRR21146074_vs_SRR21146077_peak_97",1.32066,"Promoter (<=1kb)",1,1911742,1944289,32548,1,"FBgn0031374","FBtr0113011",240
"98","chr2L",1915171,1915171,1,"*","SRR21146074_vs_SRR21146077_peak_98",6.46712,"Intron (FBtr0113012/FBgn0031374, intron 3 of 18)",1,1911742,1944289,32548,1,"FBgn0031374","FBtr0113011",3429
"99","chr2L",1926174,1926174,1,"*","SRR21146074_vs_SRR21146077_peak_99",3.44332,"Promoter (1-2kb)",1,1927753,1943939,16187,1,"FBgn0031374","FBtr0110882",-1579
"100","chr2L",1987065,1987065,1,"*","SRR21146074_vs_SRR21146077_peak_100",2.6805,"Promoter (<=1kb)",1,1984512,1986955,2444,2,"FBgn0001125","FBtr0077868",-110
"101","chr2L",1987845,1987845,1,"*","SRR21146074_vs_SRR21146077_peak_101",8.49108,"Promoter (<=1kb)",1,1984512,1987758,3247,2,"FBgn0001125","FBtr0077867",-87
"102","chr2L",1988209,1988209,1,"*","SRR21146074_vs_SRR21146077_peak_102",5.28141,"Promoter (<=1kb)",1,1988290,1988940,651,1,"FBgn0031381","FBtr0077816",-81
"103","chr2L",2006554,2006554,1,"*","SRR21146074_vs_SRR21146077_peak_103",2.06026,"Promoter (<=1kb)",1,1997102,2006313,9212,2,"FBgn0053543","FBtr0309285",-241
"104","chr2L",2039798,2039798,1,"*","SRR21146074_vs_SRR21146077_peak_104",2.65303,"Promoter (<=1kb)",1,2039733,2044372,4640,1,"FBgn0003557","FBtr0077824",65
"105","chr2L",2152513,2152513,1,"*","SRR21146074_vs_SRR21146077_peak_105",2.6805,"Promoter (<=1kb)",1,2151754,2155389,3636,1,"FBgn0031392","FBtr0330657",759
"106","chr2L",2152619,2152619,1,"*","SRR21146074_vs_SRR21146077_peak_106",2.6805,"Promoter (<=1kb)",1,2151754,2155389,3636,1,"FBgn0031392","FBtr0330657",865
"107","chr2L",2153223,2153223,1,"*","SRR21146074_vs_SRR21146077_peak_107",6.17856,"Promoter (1-2kb)",1,2151754,2155389,3636,1,"FBgn0031392","FBtr0330657",1469
"108","chr2L",2178225,2178225,1,"*","SRR21146074_vs_SRR21146077_peak_108",2.74923,"Promoter (<=1kb)",1,2156484,2178754,22271,2,"FBgn0000097","FBtr0077850",529
"109","chr2L",2178399,2178399,1,"*","SRR21146074_vs_SRR21146077_peak_109",1.32066,"Promoter (<=1kb)",1,2156484,2178754,22271,2,"FBgn0000097","FBtr0077850",355
"110","chr2L",2178540,2178540,1,"*","SRR21146074_vs_SRR21146077_peak_110",4.73096,"Promoter (<=1kb)",1,2156484,2178754,22271,2,"FBgn0000097","FBtr0077850",214
"111","chr2L",2180086,2180086,1,"*","SRR21146074_vs_SRR21146077_peak_111",1.4719,"Promoter (1-2kb)",1,2157427,2178754,21328,2,"FBgn0000097","FBtr0330660",-1332
"112","chr2L",2180185,2180185,1,"*","SRR21146074_vs_SRR21146077_peak_112",2.6805,"Promoter (1-2kb)",1,2157427,2178754,21328,2,"FBgn0000097","FBtr0330660",-1431
"113","chr2L",2194732,2194732,1,"*","SRR21146074_vs_SRR21146077_peak_113",3.37855,"Promoter (1-2kb)",1,2192525,2193010,486,2,"FBgn0085201","FBtr0308188",-1722
"114","chr2L",2197379,2197379,1,"*","SRR21146074_vs_SRR21146077_peak_114",7.23629,"Promoter (<=1kb)",1,2192525,2197912,5388,2,"FBgn0085201","FBtr0330663",533
"115","chr2L",2197999,2197999,1,"*","SRR21146074_vs_SRR21146077_peak_115",2.6805,"Promoter (<=1kb)",1,2192525,2197912,5388,2,"FBgn0085201","FBtr0330663",-87
"116","chr2L",2198620,2198620,1,"*","SRR21146074_vs_SRR21146077_peak_116",4.00069,"Promoter (<=1kb)",1,2192525,2197912,5388,2,"FBgn0085201","FBtr0330663",-708
"117","chr2L",2199130,2199130,1,"*","SRR21146074_vs_SRR21146077_peak_117",1.32066,"Promoter (1-2kb)",1,2192525,2197912,5388,2,"FBgn0085201","FBtr0330663",-1218
"118","chr2L",2199838,2199838,1,"*","SRR21146074_vs_SRR21146077_peak_118",4.38744,"Promoter (1-2kb)",1,2192525,2197912,5388,2,"FBgn0085201","FBtr0330663",-1926
"119","chr2L",2201513,2201513,1,"*","SRR21146074_vs_SRR21146077_peak_119",2.6805,"Distal Intergenic",1,2192525,2197912,5388,2,"FBgn0085201","FBtr0330663",-3601
"120","chr2L",2202082,2202082,1,"*","SRR21146074_vs_SRR21146077_peak_120",2.6805,"Distal Intergenic",1,2203721,2206166,2446,2,"FBgn0051668","FBtr0307523",4084
"121","chr2L",2202859,2202859,1,"*","SRR21146074_vs_SRR21146077_peak_121",2.6805,"Distal Intergenic",1,2203721,2206166,2446,2,"FBgn0051668","FBtr0307523",3307
"122","chr2L",2203504,2203504,1,"*","SRR21146074_vs_SRR21146077_peak_122",3.3911,"Promoter (2-3kb)",1,2203721,2206166,2446,2,"FBgn0051668","FBtr0307523",2662
"123","chr2L",2227258,2227258,1,"*","SRR21146074_vs_SRR21146077_peak_123",4.69656,"Promoter (<=1kb)",1,2226753,2227604,852,2,"FBgn0264945","FBtr0335164",346
"124","chr2L",2305915,2305915,1,"*","SRR21146074_vs_SRR21146077_peak_124",3.44149,"Promoter (2-3kb)",1,2307948,2308872,925,1,"FBgn0031412","FBtr0077758",-2033
"125","chr2L",2364855,2364855,1,"*","SRR21146074_vs_SRR21146077_peak_125",2.31712,"Promoter (<=1kb)",1,2359566,2364954,5389,2,"FBgn0014010","FBtr0077794",99
"126","chr2L",2371458,2371458,1,"*","SRR21146074_vs_SRR21146077_peak_126",2.65303,"Promoter (<=1kb)",1,2370152,2371524,1373,2,"FBgn0031417","FBtr0077792",66
"127","chr2L",2371567,2371567,1,"*","SRR21146074_vs_SRR21146077_peak_127",2.65303,"Promoter (<=1kb)",1,2370152,2371524,1373,2,"FBgn0031417","FBtr0330667",-43
"128","chr2L",2572227,2572227,1,"*","SRR21146074_vs_SRR21146077_peak_128",4.16803,"Promoter (<=1kb)",1,2564886,2573037,8152,2,"FBgn0041337","FBtr0077748",810
"129","chr2L",2611416,2611416,1,"*","SRR21146074_vs_SRR21146077_peak_129",4.72051,"Promoter (1-2kb)",1,2609994,2611283,1290,1,"FBgn0031440","FBtr0114513",1422
"130","chr2L",2730066,2730066,1,"*","SRR21146074_vs_SRR21146077_peak_130",2.7029,"Promoter (<=1kb)",1,2730104,2739830,9727,1,"FBgn0031449","FBtr0077705",-38
"131","chr2L",2731332,2731332,1,"*","SRR21146074_vs_SRR21146077_peak_131",3.44332,"Promoter (<=1kb)",1,2730836,2739830,8995,1,"FBgn0031449","FBtr0077708",496
"132","chr2L",2734476,2734476,1,"*","SRR21146074_vs_SRR21146077_peak_132",10.12355,"Promoter (1-2kb)",1,2735814,2739830,4017,1,"FBgn0031449","FBtr0334158",-1338
"133","chr2L",2734685,2734685,1,"*","SRR21146074_vs_SRR21146077_peak_133",3.0216,"Promoter (1-2kb)",1,2735814,2739830,4017,1,"FBgn0031449","FBtr0334158",-1129
"134","chr2L",2750526,2750526,1,"*","SRR21146074_vs_SRR21146077_peak_134",4.02444,"Promoter (<=1kb)",1,2746880,2750147,3268,2,"FBgn0250906","FBtr0330716",-379
"135","chr2L",2751010,2751010,1,"*","SRR21146074_vs_SRR21146077_peak_135",4.99793,"Promoter (<=1kb)",1,2746880,2750989,4110,2,"FBgn0250906","FBtr0330717",-21
"136","chr2L",2752142,2752142,1,"*","SRR21146074_vs_SRR21146077_peak_136",6.46019,"Promoter (<=1kb)",1,2752445,2757920,5476,1,"FBgn0031453","FBtr0335125",-303
"137","chr2L",2755147,2755147,1,"*","SRR21146074_vs_SRR21146077_peak_137",2.7029,"Promoter (1-2kb)",1,2753233,2756663,3431,1,"FBgn0031453","FBtr0077714",1914
"138","chr2L",2771673,2771673,1,"*","SRR21146074_vs_SRR21146077_peak_138",7.37238,"Promoter (<=1kb)",1,2770884,2771776,893,2,"FBgn0031460","FBtr0077730",103
"139","chr2L",2798064,2798064,1,"*","SRR21146074_vs_SRR21146077_peak_139",5.74704,"Promoter (<=1kb)",1,2797832,2798321,490,1,"FBgn0264369","FBtr0332217",232
"140","chr2L",2808000,2808000,1,"*","SRR21146074_vs_SRR21146077_peak_140",7.6666,"Promoter (<=1kb)",1,2808322,2812145,3824,1,"FBgn0031461","FBtr0077721",-322
"141","chr2L",2888438,2888438,1,"*","SRR21146074_vs_SRR21146077_peak_141",6.17856,"Promoter (<=1kb)",1,2888284,2953077,64794,1,"FBgn0041111","FBtr0290039",154
"142","chr2L",2894332,2894332,1,"*","SRR21146074_vs_SRR21146077_peak_142",3.07635,"Intron (FBtr0077632/FBgn0041111, intron 2 of 12)",1,2890171,2953077,62907,1,"FBgn0041111","FBtr0290041",4161
