"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"40","chr2L",120303,120889,587,"*","Promoter (<=1kb)",1,116970,120631,3662,2,"FBgn0031220","FBtr0100307",0
"41","chr2L",122278,122522,245,"*","Promoter (<=1kb)",1,122837,124031,1195,1,"FBgn0266304","FBtr0344032",-315
"42","chr2L",123378,123600,223,"*","Promoter (<=1kb)",1,122837,124031,1195,1,"FBgn0266304","FBtr0344032",541
"43","chr2L",125480,125747,268,"*","Promoter (2-3kb)",1,122837,124031,1195,1,"FBgn0266304","FBtr0344032",2643
"44","chr2L",128148,129490,1343,"*","Promoter (<=1kb)",1,122624,129245,6622,2,"FBgn0025683","FBtr0078154",0
"45","chr2L",135821,137354,1534,"*","Promoter (<=1kb)",1,136144,136701,558,1,"FBgn0265075","FBtr0336837",0
"46","chr2L",141300,142807,1508,"*","Promoter (<=1kb)",1,141077,142572,1496,2,"FBgn0051974","FBtr0330644",0
"47","chr2L",144359,144587,229,"*","Promoter (1-2kb)",1,143323,144227,905,1,"FBgn0031224","FBtr0078116",1036
"48","chr2L",148632,148846,215,"*","Exon (FBtr0301929/FBgn0259818, exon 3 of 9)",1,144231,153300,9070,2,"FBgn0259818","FBtr0301929",4454
"49","chr2L",151792,152312,521,"*","Promoter (<=1kb)",1,144231,153300,9070,2,"FBgn0259818","FBtr0301929",988
"50","chr2L",153635,153849,215,"*","Promoter (<=1kb)",1,144231,153300,9070,2,"FBgn0259818","FBtr0330643",-335
"51","chr2L",154744,155661,918,"*","Promoter (<=1kb)",1,153539,155305,1767,2,"FBgn0031227","FBtr0078147",0
"52","chr2L",156759,157051,293,"*","Promoter (<=1kb)",1,156149,157666,1518,1,"FBgn0031229","FBtr0078119",610
"53","chr2L",159421,160025,605,"*","Promoter (<=1kb)",1,159032,203397,44366,1,"FBgn0016977","FBtr0078121",389
"54","chr2L",165182,166345,1164,"*","Intron (FBtr0078122/FBgn0016977, intron 2 of 11)",1,159032,203397,44366,1,"FBgn0016977","FBtr0078121",6150
"55","chr2L",171604,172037,434,"*","Intron (FBtr0078122/FBgn0016977, intron 2 of 11)",1,182820,201588,18769,1,"FBgn0016977","FBtr0332337",-10783
"56","chr2L",172868,174374,1507,"*","Intron (FBtr0078122/FBgn0016977, intron 2 of 11)",1,182820,201588,18769,1,"FBgn0016977","FBtr0332337",-8446
"57","chr2L",177819,179446,1628,"*","Intron (FBtr0078122/FBgn0016977, intron 2 of 11)",1,182820,201588,18769,1,"FBgn0016977","FBtr0332337",-3374
"58","chr2L",179855,180702,848,"*","Promoter (2-3kb)",1,182820,201588,18769,1,"FBgn0016977","FBtr0332337",-2118
"59","chr2L",184870,185694,825,"*","Promoter (2-3kb)",1,182820,203250,20431,1,"FBgn0016977","FBtr0330653",2050
"60","chr2L",186258,186856,599,"*","Exon (FBtr0078122/FBgn0016977, exon 5 of 12)",1,182820,203250,20431,1,"FBgn0016977","FBtr0330653",3438
"61","chr2L",187539,188218,680,"*","Exon (FBtr0078122/FBgn0016977, exon 6 of 12)",1,182820,203250,20431,1,"FBgn0016977","FBtr0330653",4719
"62","chr2L",188478,188867,390,"*","Exon (FBtr0078122/FBgn0016977, exon 6 of 12)",1,182820,203250,20431,1,"FBgn0016977","FBtr0330653",5658
"63","chr2L",190343,190664,322,"*","Exon (FBtr0078122/FBgn0016977, exon 6 of 12)",1,182820,203250,20431,1,"FBgn0016977","FBtr0330653",7523
"64","chr2L",194417,196140,1724,"*","Exon (FBtr0078122/FBgn0016977, exon 6 of 12)",1,203779,204782,1004,1,"FBgn0031231","FBtr0078124",-7639
"65","chr2L",196499,196713,215,"*","Exon (FBtr0078122/FBgn0016977, exon 6 of 12)",1,203779,204782,1004,1,"FBgn0031231","FBtr0078124",-7066
"66","chr2L",197881,199145,1265,"*","Exon (FBtr0078122/FBgn0016977, exon 6 of 12)",1,203779,204782,1004,1,"FBgn0031231","FBtr0078124",-4634
"67","chr2L",200504,201128,625,"*","Promoter (2-3kb)",1,203779,204782,1004,1,"FBgn0031231","FBtr0078124",-2651
"68","chr2L",204026,204576,551,"*","Promoter (<=1kb)",1,203779,204782,1004,1,"FBgn0031231","FBtr0078124",247
"69","chr2L",205184,205698,515,"*","Promoter (1-2kb)",1,204743,206797,2055,2,"FBgn0031232","FBtr0308246",1099
"70","chr2L",207480,208398,919,"*","Promoter (<=1kb)",1,207406,210725,3320,1,"FBgn0031233","FBtr0332339",74
"71","chr2L",209119,209741,623,"*","Promoter (1-2kb)",1,207406,210725,3320,1,"FBgn0031233","FBtr0332339",1713
"72","chr2L",212831,213497,667,"*","Exon (FBtr0078145/FBgn0266557, exon 7 of 7)",1,207406,210725,3320,1,"FBgn0031233","FBtr0332339",5425
"73","chr2L",213823,215871,2049,"*","Exon (FBtr0078145/FBgn0266557, exon 5 of 7)",1,219651,220050,400,1,"FBgn0265151","FBtr0336984",-3780
"74","chr2L",217244,217622,379,"*","Promoter (2-3kb)",1,219651,220050,400,1,"FBgn0265151","FBtr0336984",-2029
"75","chr2L",218105,218552,448,"*","Promoter (1-2kb)",1,219651,220050,400,1,"FBgn0265151","FBtr0336984",-1099
"76","chr2L",222963,223436,474,"*","Promoter (<=1kb)",1,223519,224708,1190,1,"FBgn0265153","FBtr0336985",-83
"77","chr2L",226571,227404,834,"*","Promoter (<=1kb)",1,228037,228588,552,1,"FBgn0265152","FBtr0336986",-633
"78","chr2L",228118,228332,215,"*","Promoter (<=1kb)",1,228037,228588,552,1,"FBgn0265152","FBtr0336986",81
"79","chr2L",230090,231172,1083,"*","Promoter (1-2kb)",1,232166,232253,88,2,"FBgn0263465","FBtr0309764",1081
"80","chr2L",232004,233166,1163,"*","Promoter (<=1kb)",1,232487,234208,1722,1,"FBgn0031235","FBtr0078126",0
"81","chr2L",236480,236727,248,"*","Exon (FBtr0078144/FBgn0266557, exon 3 of 18)",1,232487,234208,1722,1,"FBgn0031235","FBtr0078126",3993
"82","chr2L",239682,240486,805,"*","Promoter (2-3kb)",1,243035,243141,107,2,"FBgn0262252","FBtr0304343",2655
"83","chr2L",241409,242713,1305,"*","Promoter (<=1kb)",1,243035,243141,107,2,"FBgn0262252","FBtr0304343",428
"84","chr2L",244208,246583,2376,"*","Promoter (1-2kb)",1,243035,243141,107,2,"FBgn0262252","FBtr0304343",-1067
"85","chr2L",252326,252784,459,"*","Promoter (<=1kb)",1,251039,252373,1335,2,"FBgn0283652","FBtr0336990",0
"86","chr2L",266201,266611,411,"*","Promoter (<=1kb)",1,259949,267505,7557,2,"FBgn0031239","FBtr0308252",894
"87","chr2L",269778,270375,598,"*","Promoter (<=1kb)",1,269088,271626,2539,1,"FBgn0031240","FBtr0078127",690
"88","chr2L",270641,272216,1576,"*","Promoter (<=1kb)",1,252589,271744,19156,2,"FBgn0031238","FBtr0078140",0
"89","chr2L",273479,273699,221,"*","Promoter (<=1kb)",1,271912,273715,1804,2,"FBgn0086912","FBtr0078139",16
"90","chr2L",275986,276295,310,"*","Promoter (<=1kb)",1,274740,277212,2473,2,"FBgn0086855","FBtr0300804",917
"91","chr2L",276807,277069,263,"*","Promoter (<=1kb)",1,274740,277212,2473,2,"FBgn0086855","FBtr0300804",143
"92","chr2L",277959,278220,262,"*","Promoter (<=1kb)",1,274740,278234,3495,2,"FBgn0086855","FBtr0330650",14
"93","chr2L",280531,280745,215,"*","Promoter (2-3kb)",1,274740,278234,3495,2,"FBgn0086855","FBtr0330650",-2297
"94","chr2L",282825,283372,548,"*","Promoter (<=1kb)",1,281670,283195,1526,2,"FBgn0031244","FBtr0343780",0
"95","chr2L",285247,287184,1938,"*","Promoter (<=1kb)",1,283385,285726,2342,2,"FBgn0031245","FBtr0078136",0
"96","chr2L",287785,288569,785,"*","Promoter (<=1kb)",1,287252,288932,1681,2,"FBgn0025686","FBtr0078134",363
"97","chr2L",292712,293137,426,"*","Promoter (<=1kb)",1,292419,293222,804,1,"FBgn0031247","FBtr0078130",293
"98","chr2L",296035,296255,221,"*","Promoter (<=1kb)",1,295122,297449,2328,1,"FBgn0024352","FBtr0078131",913
"99","chr2L",298084,298543,460,"*","Promoter (<=1kb)",1,297880,305233,7354,1,"FBgn0020622","FBtr0331208",204
"100","chr2L",299889,300548,660,"*","Promoter (1-2kb)",1,301706,305233,3528,1,"FBgn0020622","FBtr0331206",-1158
"101","chr2L",301021,301407,387,"*","Promoter (<=1kb)",1,301706,305233,3528,1,"FBgn0020622","FBtr0331206",-299
"102","chr2L",301776,302456,681,"*","Promoter (<=1kb)",1,301706,305233,3528,1,"FBgn0020622","FBtr0331207",70
"103","chr2L",307068,307380,313,"*","Promoter (1-2kb)",1,305935,355566,49632,1,"FBgn0004611","FBtr0078049",1133
"104","chr2L",307763,309160,1398,"*","Promoter (<=1kb)",1,308537,309348,812,2,"FBgn0263872","FBtr0329830",188
"105","chr2L",310984,311623,640,"*","Promoter (<=1kb)",1,310200,347927,37728,1,"FBgn0004611","FBtr0078050",784
"106","chr2L",312459,313927,1469,"*","Promoter (2-3kb)",1,310200,347927,37728,1,"FBgn0004611","FBtr0078050",2259
"107","chr2L",318604,319352,749,"*","Promoter (<=1kb)",1,318362,319259,898,2,"FBgn0031248","FBtr0078099",0
"108","chr2L",319959,320199,241,"*","Promoter (<=1kb)",1,318362,319259,898,2,"FBgn0031248","FBtr0078099",-700
"109","chr2L",322016,322612,597,"*","Promoter (<=1kb)",1,322101,323091,991,1,"FBgn0053127","FBtr0078052",0
"110","chr2L",322940,324799,1860,"*","Promoter (<=1kb)",1,322101,323091,991,1,"FBgn0053127","FBtr0078052",839
"111","chr2L",329142,329583,442,"*","Promoter (<=1kb)",1,325522,329761,4240,2,"FBgn0264086","FBtr0330695",178
"112","chr2L",330948,331436,489,"*","Promoter (<=1kb)",1,329910,332335,2426,2,"FBgn0051921","FBtr0078096",899
"113","chr2L",331873,332120,248,"*","Promoter (<=1kb)",1,329910,332335,2426,2,"FBgn0051921","FBtr0078096",215
"114","chr2L",342438,343509,1072,"*","Exon (FBtr0078047/FBgn0004611, exon 12 of 17)",1,329910,332335,2426,2,"FBgn0051921","FBtr0078096",-10103
"115","chr2L",345614,347326,1713,"*","3' UTR",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-8337
"116","chr2L",347783,348311,529,"*","3' UTR",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-7352
"117","chr2L",349380,349628,249,"*","Intron (FBtr0078049/FBgn0004611, intron 17 of 17)",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-6035
"118","chr2L",352970,353408,439,"*","Promoter (2-3kb)",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-2255
"119","chr2L",354378,355511,1134,"*","Promoter (<=1kb)",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-152
"120","chr2L",355767,356698,932,"*","Promoter (<=1kb)",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",104
"121","chr2L",358731,358945,215,"*","Promoter (<=1kb)",1,355565,357874,2310,2,"FBgn0031250","FBtr0330651",-857
"122","chr2L",366011,366441,431,"*","Distal Intergenic",1,355565,357874,2310,2,"FBgn0031250","FBtr0330651",-8137
"123","chr2L",370051,371077,1027,"*","Distal Intergenic",1,378112,387439,9328,1,"FBgn0000061","FBtr0078053",-7035
"124","chr2L",376889,377127,239,"*","Promoter (<=1kb)",1,378112,387439,9328,1,"FBgn0000061","FBtr0078053",-985
"125","chr2L",389734,390181,448,"*","Distal Intergenic",1,396120,396571,452,1,"FBgn0263871","FBtr0329831",-5939
"126","chr2L",390578,391816,1239,"*","Distal Intergenic",1,396120,396571,452,1,"FBgn0263871","FBtr0329831",-4304
"127","chr2L",404630,405420,791,"*","Promoter (<=1kb)",1,404285,407969,3685,1,"FBgn0003278","FBtr0078054",345
"128","chr2L",405796,406419,624,"*","Promoter (1-2kb)",1,404285,407969,3685,1,"FBgn0003278","FBtr0078054",1511
"129","chr2L",406780,407116,337,"*","Promoter (2-3kb)",1,404285,407969,3685,1,"FBgn0003278","FBtr0078054",2495
"130","chr2L",407585,407868,284,"*","Exon (FBtr0078054/FBgn0003278, exon 3 of 3)",1,404285,407969,3685,1,"FBgn0003278","FBtr0078054",3300
"131","chr2L",411933,412173,241,"*","Promoter (<=1kb)",1,408876,412885,4010,2,"FBgn0264855","FBtr0089489",712
"132","chr2L",412975,413625,651,"*","Promoter (<=1kb)",1,408876,412885,4010,2,"FBgn0264855","FBtr0089489",-90
"133","chr2L",418854,419126,273,"*","Promoter (<=1kb)",1,418434,419652,1219,2,"FBgn0031252","FBtr0078090",526
"134","chr2L",420421,420635,215,"*","Promoter (<=1kb)",1,419952,420864,913,1,"FBgn0002593","FBtr0331932",469
"135","chr2L",425811,426546,736,"*","Promoter (2-3kb)",1,422873,425321,2449,1,"FBgn0031255","FBtr0078058",2938
"136","chr2L",428941,429357,417,"*","Promoter (1-2kb)",1,431227,448701,17475,1,"FBgn0004583","FBtr0078059",-1870
"137","chr2L",431977,433003,1027,"*","Promoter (<=1kb)",1,431227,448701,17475,1,"FBgn0004583","FBtr0329832",750
"138","chr2L",434374,435462,1089,"*","Intron (FBtr0078059/FBgn0004583, intron 1 of 5)",1,431227,448701,17475,1,"FBgn0004583","FBtr0329832",3147
"139","chr2L",436479,437328,850,"*","Promoter (2-3kb)",1,439539,440104,566,1,"FBgn0263870","FBtr0329833",-2211
"140","chr2L",439626,439882,257,"*","Promoter (<=1kb)",1,439539,440104,566,1,"FBgn0263870","FBtr0329833",87
"141","chr2L",443674,443888,215,"*","Exon (FBtr0078059/FBgn0004583, exon 5 of 6)",1,439539,440104,566,1,"FBgn0263870","FBtr0329833",4135
"142","chr2L",444325,444725,401,"*","Exon (FBtr0078059/FBgn0004583, exon 5 of 6)",1,439539,440104,566,1,"FBgn0263870","FBtr0329833",4786
"143","chr2L",445094,446023,930,"*","Exon (FBtr0078059/FBgn0004583, exon 5 of 6)",1,448716,451302,2587,2,"FBgn0015924","FBtr0304741",5279
"144","chr2L",447654,447868,215,"*","3' UTR",1,448716,451302,2587,2,"FBgn0015924","FBtr0304741",3434
"145","chr2L",449361,449808,448,"*","Promoter (1-2kb)",1,448716,451302,2587,2,"FBgn0015924","FBtr0304741",1494
"146","chr2L",450308,452233,1926,"*","Promoter (<=1kb)",1,448716,451302,2587,2,"FBgn0015924","FBtr0304741",0
"147","chr2L",452487,453811,1325,"*","Promoter (<=1kb)",1,448254,453024,4771,2,"FBgn0015924","FBtr0078087",0
"148","chr2L",455603,455898,296,"*","Promoter (<=1kb)",1,455531,458745,3215,1,"FBgn0031257","FBtr0331231",72
"149","chr2L",460971,461210,240,"*","Exon (FBtr0310035/FBgn0031258, exon 2 of 2)",1,455531,458745,3215,1,"FBgn0031257","FBtr0331231",5440
"150","chr2L",462560,463732,1173,"*","Exon (FBtr0310035/FBgn0031258, exon 2 of 2)",1,455531,458745,3215,1,"FBgn0031257","FBtr0331231",7029
"151","chr2L",465549,465763,215,"*","Intron (FBtr0310035/FBgn0031258, intron 1 of 1)",1,458876,471555,12680,2,"FBgn0031258","FBtr0310035",5792
"152","chr2L",466048,466966,919,"*","Intron (FBtr0310035/FBgn0031258, intron 1 of 1)",1,458876,471555,12680,2,"FBgn0031258","FBtr0310035",4589
"153","chr2L",467668,469717,2050,"*","Promoter (1-2kb)",1,458876,471555,12680,2,"FBgn0031258","FBtr0310035",1838
"154","chr2L",473466,473903,438,"*","Promoter (<=1kb)",1,473013,476170,3158,1,"FBgn0027592","FBtr0078062",453
"155","chr2L",474160,474615,456,"*","Promoter (1-2kb)",1,473013,476170,3158,1,"FBgn0027592","FBtr0078062",1147
"156","chr2L",477246,478231,986,"*","Promoter (1-2kb)",1,476220,540532,64313,1,"FBgn0003963","FBtr0333013",1026
"157","chr2L",478979,479443,465,"*","Promoter (<=1kb)",1,476446,479688,3243,2,"FBgn0043364","FBtr0078083",245
"158","chr2L",481093,481648,556,"*","Promoter (1-2kb)",1,476446,479688,3243,2,"FBgn0043364","FBtr0310030",-1405
"159","chr2L",484285,486438,2154,"*","Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,490835,540532,49698,1,"FBgn0003963","FBtr0310027",-4397
"160","chr2L",486740,487210,471,"*","Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,490835,540532,49698,1,"FBgn0003963","FBtr0310027",-3625
"161","chr2L",487595,487957,363,"*","Promoter (2-3kb)",1,490835,540532,49698,1,"FBgn0003963","FBtr0310027",-2878
"162","chr2L",491560,492368,809,"*","Promoter (<=1kb)",1,491879,492649,771,1,"FBgn0267991","FBtr0347590",0
"163","chr2L",494103,494616,514,"*","Promoter (2-3kb)",1,491879,492649,771,1,"FBgn0267991","FBtr0347590",2224
"164","chr2L",495924,496178,255,"*","Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,491879,492649,771,1,"FBgn0267991","FBtr0347590",4045
"165","chr2L",498933,499147,215,"*","Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,500873,502236,1364,2,"FBgn0267992","FBtr0347591",3089
"166","chr2L",502037,502851,815,"*","Promoter (<=1kb)",1,500873,502236,1364,2,"FBgn0267992","FBtr0347591",0
"167","chr2L",503253,503615,363,"*","Promoter (1-2kb)",1,500873,502236,1364,2,"FBgn0267992","FBtr0347591",-1017
"168","chr2L",504039,504253,215,"*","Promoter (1-2kb)",1,500873,502236,1364,2,"FBgn0267992","FBtr0347591",-1803
"169","chr2L",510358,510572,215,"*","Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,500873,502236,1364,2,"FBgn0267992","FBtr0347591",-8122
"170","chr2L",518242,518488,247,"*","Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,523466,540560,17095,1,"FBgn0003963","FBtr0078063",-4978
"171","chr2L",520694,521266,573,"*","Promoter (2-3kb)",1,523466,540560,17095,1,"FBgn0003963","FBtr0078063",-2200
"172","chr2L",524226,524778,553,"*","Promoter (<=1kb)",1,523736,540560,16825,1,"FBgn0003963","FBtr0329895",490
"173","chr2L",531779,531993,215,"*","Intron (FBtr0333012/FBgn0003963, intron 2 of 7)",1,523736,540560,16825,1,"FBgn0003963","FBtr0329895",8043
"174","chr2L",532309,532567,259,"*","Intron (FBtr0333012/FBgn0003963, intron 2 of 7)",1,523736,540560,16825,1,"FBgn0003963","FBtr0329895",8573
"175","chr2L",533240,534070,831,"*","Intron (FBtr0333012/FBgn0003963, intron 2 of 7)",1,540599,542580,1982,2,"FBgn0010602","FBtr0310028",8510
"176","chr2L",543117,543331,215,"*","Promoter (<=1kb)",1,541393,542580,1188,2,"FBgn0010602","FBtr0310029",-537
"177","chr2L",543679,544067,389,"*","Promoter (<=1kb)",1,542786,544653,1868,2,"FBgn0031260","FBtr0078080",586
"178","chr2L",545612,546062,451,"*","Promoter (<=1kb)",1,545129,547096,1968,1,"FBgn0031261","FBtr0078064",483
"179","chr2L",547799,548488,690,"*","Promoter (1-2kb)",1,547016,549502,2487,2,"FBgn0005660","FBtr0112854",1014
"180","chr2L",551421,552756,1336,"*","Promoter (<=1kb)",1,544925,552454,7530,2,"FBgn0005660","FBtr0344014",0
"181","chr2L",553219,553461,243,"*","Promoter (<=1kb)",1,547016,552923,5908,2,"FBgn0005660","FBtr0345429",-296
"182","chr2L",553779,554364,586,"*","Promoter (<=1kb)",1,547016,552923,5908,2,"FBgn0005660","FBtr0345429",-856
"183","chr2L",559224,559781,558,"*","Promoter (<=1kb)",1,559612,560523,912,1,"FBgn0031263","FBtr0078066",0
"184","chr2L",560143,560784,642,"*","Promoter (<=1kb)",1,553742,560310,6569,2,"FBgn0260933","FBtr0303763",0
"185","chr2L",561951,562372,422,"*","Promoter (<=1kb)",1,560568,563347,2780,2,"FBgn0031264","FBtr0078076",975
"186","chr2L",563964,564601,638,"*","Promoter (<=1kb)",1,564163,566472,2310,1,"FBgn0031265","FBtr0078067",0
"187","chr2L",565134,565348,215,"*","Promoter (<=1kb)",1,564163,566472,2310,1,"FBgn0031265","FBtr0078067",971
"188","chr2L",565594,565808,215,"*","Promoter (1-2kb)",1,564163,566472,2310,1,"FBgn0031265","FBtr0078067",1431
"189","chr2L",567262,567476,215,"*","Promoter (<=1kb)",1,566366,568121,1756,2,"FBgn0021874","FBtr0078075",645
"190","chr2L",567854,568890,1037,"*","Promoter (<=1kb)",1,566366,568121,1756,2,"FBgn0021874","FBtr0078075",0
"191","chr2L",569680,570383,704,"*","Promoter (1-2kb)",1,568340,572907,4568,1,"FBgn0031266","FBtr0332340",1340
"192","chr2L",571608,572090,483,"*","Promoter (2-3kb)",1,573033,574264,1232,2,"FBgn0031267","FBtr0078074",2174
"193","chr2L",572781,573193,413,"*","Promoter (1-2kb)",1,573033,574264,1232,2,"FBgn0031267","FBtr0078074",1071
"194","chr2L",575217,575446,230,"*","Promoter (<=1kb)",1,574508,575734,1227,1,"FBgn0031268","FBtr0078069",709
"195","chr2L",576541,577527,987,"*","Promoter (<=1kb)",1,575711,576550,840,2,"FBgn0013323","FBtr0333746",0
"196","chr2L",577924,578754,831,"*","Promoter (<=1kb)",1,577486,579549,2064,1,"FBgn0023489","FBtr0078070",438
"197","chr2L",601177,601901,725,"*","Promoter (<=1kb)",1,602813,603562,750,1,"FBgn0031270","FBtr0078071",-912
"198","chr2L",617499,617713,215,"*","Distal Intergenic",1,620298,621201,904,2,"FBgn0040106","FBtr0308305",3488
"199","chr2L",618784,619028,245,"*","Promoter (2-3kb)",1,620298,621201,904,2,"FBgn0040106","FBtr0308305",2173
"200","chr2L",620342,620892,551,"*","Promoter (<=1kb)",1,620298,621201,904,2,"FBgn0040106","FBtr0308305",309
"201","chr2L",621460,621700,241,"*","Promoter (<=1kb)",1,620298,621201,904,2,"FBgn0040106","FBtr0308305",-259
"202","chr2L",625758,626276,519,"*","Promoter (<=1kb)",1,625652,628200,2549,1,"FBgn0031273","FBtr0077999",106
"203","chr2L",636968,637225,258,"*","Distal Intergenic",1,628729,629052,324,1,"FBgn0266909","FBtr0345777",8239
"204","chr2L",644601,644938,338,"*","Exon (FBtr0078045/FBgn0284247, exon 11 of 12)",1,628729,629052,324,1,"FBgn0266909","FBtr0345777",15872
