"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"96","chr2L",288338,288569,232,"*","Promoter (<=1kb)",1,287252,288932,1681,2,"FBgn0025686","FBtr0078134",363
"97","chr2L",292712,293137,426,"*","Promoter (<=1kb)",1,292419,293222,804,1,"FBgn0031247","FBtr0078130",293
"98","chr2L",296035,296287,253,"*","Promoter (<=1kb)",1,295122,297449,2328,1,"FBgn0024352","FBtr0078131",913
"99","chr2L",299878,300559,682,"*","Promoter (1-2kb)",1,301706,305233,3528,1,"FBgn0020622","FBtr0331206",-1147
"100","chr2L",300937,301427,491,"*","Promoter (<=1kb)",1,301706,305233,3528,1,"FBgn0020622","FBtr0331206",-279
"101","chr2L",302068,302456,389,"*","Promoter (<=1kb)",1,301706,305233,3528,1,"FBgn0020622","FBtr0331207",362
"102","chr2L",306322,306547,226,"*","Promoter (<=1kb)",1,305935,355566,49632,1,"FBgn0004611","FBtr0078049",387
"103","chr2L",307763,307988,226,"*","Promoter (1-2kb)",1,308537,309348,812,2,"FBgn0263872","FBtr0329830",1360
"104","chr2L",308346,309160,815,"*","Promoter (<=1kb)",1,308537,309348,812,2,"FBgn0263872","FBtr0329830",188
"105","chr2L",312480,313607,1128,"*","Promoter (2-3kb)",1,310200,347927,37728,1,"FBgn0004611","FBtr0078050",2280
"106","chr2L",318604,319352,749,"*","Promoter (<=1kb)",1,318362,319259,898,2,"FBgn0031248","FBtr0078099",0
"107","chr2L",319948,320173,226,"*","Promoter (<=1kb)",1,318362,319259,898,2,"FBgn0031248","FBtr0078099",-689
"108","chr2L",322195,322643,449,"*","Promoter (<=1kb)",1,322101,323091,991,1,"FBgn0053127","FBtr0078052",94
"109","chr2L",322929,324181,1253,"*","Promoter (<=1kb)",1,322101,323091,991,1,"FBgn0053127","FBtr0078052",828
"110","chr2L",329358,329583,226,"*","Promoter (<=1kb)",1,325522,329761,4240,2,"FBgn0264086","FBtr0330695",178
"111","chr2L",330937,332131,1195,"*","Promoter (<=1kb)",1,329910,332335,2426,2,"FBgn0051921","FBtr0078096",204
"112","chr2L",343185,343509,325,"*","Exon (FBtr0078047/FBgn0004611, exon 13 of 17)",1,329910,332335,2426,2,"FBgn0051921","FBtr0078096",-10850
"113","chr2L",345603,347337,1735,"*","3' UTR",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-8326
"114","chr2L",347783,348245,463,"*","3' UTR",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-7418
"115","chr2L",349380,349628,249,"*","Intron (FBtr0078049/FBgn0004611, intron 17 of 17)",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-6035
"116","chr2L",352970,353408,439,"*","Promoter (2-3kb)",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-2255
"117","chr2L",354386,355511,1126,"*","Promoter (<=1kb)",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-152
"118","chr2L",355816,356709,894,"*","Promoter (<=1kb)",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",153
"119","chr2L",358720,358945,226,"*","Promoter (<=1kb)",1,355565,357874,2310,2,"FBgn0031250","FBtr0330651",-846
"120","chr2L",366005,366469,465,"*","Distal Intergenic",1,355565,357874,2310,2,"FBgn0031250","FBtr0330651",-8131
"121","chr2L",370040,371054,1015,"*","Distal Intergenic",1,378112,387439,9328,1,"FBgn0000061","FBtr0078053",-7058
"122","chr2L",376878,377138,261,"*","Promoter (<=1kb)",1,378112,387439,9328,1,"FBgn0000061","FBtr0078053",-974
"123","chr2L",389724,390192,469,"*","Distal Intergenic",1,396120,396571,452,1,"FBgn0263871","FBtr0329831",-5928
"124","chr2L",390567,392167,1601,"*","Distal Intergenic",1,396120,396571,452,1,"FBgn0263871","FBtr0329831",-3953
"125","chr2L",395256,395634,379,"*","Promoter (<=1kb)",1,396120,396571,452,1,"FBgn0263871","FBtr0329831",-486
"126","chr2L",400977,401206,230,"*","Promoter (<=1kb)",1,396595,402054,5460,2,"FBgn0031251","FBtr0331204",848
"127","chr2L",404722,406419,1698,"*","Promoter (<=1kb)",1,404285,407969,3685,1,"FBgn0003278","FBtr0078054",437
"128","chr2L",406780,407177,398,"*","Promoter (2-3kb)",1,404285,407969,3685,1,"FBgn0003278","FBtr0078054",2495
"129","chr2L",407574,407879,306,"*","Exon (FBtr0078054/FBgn0003278, exon 3 of 3)",1,404285,407969,3685,1,"FBgn0003278","FBtr0078054",3289
"130","chr2L",411933,412173,241,"*","Promoter (<=1kb)",1,408876,412885,4010,2,"FBgn0264855","FBtr0089489",712
"131","chr2L",412885,413625,741,"*","Promoter (<=1kb)",1,408876,412885,4010,2,"FBgn0264855","FBtr0089489",0
"132","chr2L",418843,419137,295,"*","Promoter (<=1kb)",1,418434,419652,1219,2,"FBgn0031252","FBtr0078090",515
"133","chr2L",420421,420646,226,"*","Promoter (<=1kb)",1,419952,420864,913,1,"FBgn0002593","FBtr0331932",469
"134","chr2L",421037,421307,271,"*","Promoter (<=1kb)",1,420895,421450,556,2,"FBgn0031253","FBtr0078089",143
"135","chr2L",426321,426546,226,"*","Distal Intergenic",1,422873,425321,2449,1,"FBgn0031255","FBtr0078058",3448
"136","chr2L",428918,429370,453,"*","Promoter (1-2kb)",1,431227,448701,17475,1,"FBgn0004583","FBtr0078059",-1857
"137","chr2L",431977,432202,226,"*","Promoter (<=1kb)",1,431227,448701,17475,1,"FBgn0004583","FBtr0329832",750
"138","chr2L",432778,433010,233,"*","Promoter (1-2kb)",1,431227,448701,17475,1,"FBgn0004583","FBtr0329832",1551
"139","chr2L",434374,434683,310,"*","Intron (FBtr0078059/FBgn0004583, intron 1 of 5)",1,431227,448701,17475,1,"FBgn0004583","FBtr0329832",3147
"140","chr2L",435221,435906,686,"*","Intron (FBtr0078059/FBgn0004583, intron 1 of 5)",1,439539,440104,566,1,"FBgn0263870","FBtr0329833",-3633
"141","chr2L",436479,437328,850,"*","Promoter (2-3kb)",1,439539,440104,566,1,"FBgn0263870","FBtr0329833",-2211
"142","chr2L",439626,439851,226,"*","Promoter (<=1kb)",1,439539,440104,566,1,"FBgn0263870","FBtr0329833",87
"143","chr2L",443674,444492,819,"*","Exon (FBtr0078059/FBgn0004583, exon 5 of 6)",1,439539,440104,566,1,"FBgn0263870","FBtr0329833",4135
"144","chr2L",445094,446065,972,"*","Exon (FBtr0078059/FBgn0004583, exon 5 of 6)",1,448716,451302,2587,2,"FBgn0015924","FBtr0304741",5237
"145","chr2L",447201,447867,667,"*","3' UTR",1,448716,451302,2587,2,"FBgn0015924","FBtr0304741",3435
"146","chr2L",449350,449575,226,"*","Promoter (1-2kb)",1,448716,451302,2587,2,"FBgn0015924","FBtr0304741",1727
"147","chr2L",450308,452701,2394,"*","Promoter (<=1kb)",1,448716,451302,2587,2,"FBgn0015924","FBtr0304741",0
"148","chr2L",453260,453811,552,"*","Promoter (<=1kb)",1,453108,454654,1547,1,"FBgn0031256","FBtr0078060",152
"149","chr2L",460960,461221,262,"*","Exon (FBtr0310035/FBgn0031258, exon 2 of 2)",1,455531,458745,3215,1,"FBgn0031257","FBtr0331231",5429
"150","chr2L",462549,462836,288,"*","Exon (FBtr0310035/FBgn0031258, exon 2 of 2)",1,455531,458745,3215,1,"FBgn0031257","FBtr0331231",7018
"151","chr2L",465528,465763,236,"*","Intron (FBtr0310035/FBgn0031258, intron 1 of 1)",1,458876,471555,12680,2,"FBgn0031258","FBtr0310035",5792
"152","chr2L",466037,466982,946,"*","Intron (FBtr0310035/FBgn0031258, intron 1 of 1)",1,458876,471555,12680,2,"FBgn0031258","FBtr0310035",4573
"153","chr2L",467610,469693,2084,"*","Promoter (1-2kb)",1,458876,471555,12680,2,"FBgn0031258","FBtr0310035",1862
"154","chr2L",473466,474618,1153,"*","Promoter (<=1kb)",1,473013,476170,3158,1,"FBgn0027592","FBtr0078062",453
"155","chr2L",475254,475723,470,"*","Promoter (<=1kb)",1,476220,540532,64313,1,"FBgn0003963","FBtr0333012",-497
"156","chr2L",477032,478457,1426,"*","Promoter (<=1kb)",1,476220,540532,64313,1,"FBgn0003963","FBtr0333013",812
"157","chr2L",478782,479210,429,"*","Promoter (<=1kb)",1,476446,479688,3243,2,"FBgn0043364","FBtr0078083",478
"158","chr2L",484440,486205,1766,"*","Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,490835,540532,49698,1,"FBgn0003963","FBtr0310027",-4630
"159","chr2L",486996,487221,226,"*","Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,490835,540532,49698,1,"FBgn0003963","FBtr0310027",-3614
"160","chr2L",487595,487928,334,"*","Promoter (2-3kb)",1,490835,540532,49698,1,"FBgn0003963","FBtr0310027",-2907
"161","chr2L",491088,491313,226,"*","Promoter (<=1kb)",1,490835,492649,1815,1,"FBgn0267991","FBtr0347589",253
"162","chr2L",491887,492368,482,"*","Promoter (<=1kb)",1,491879,492649,771,1,"FBgn0267991","FBtr0347590",8
"163","chr2L",494090,494611,522,"*","Promoter (2-3kb)",1,491879,492649,771,1,"FBgn0267991","FBtr0347590",2211
"164","chr2L",495924,496178,255,"*","Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,491879,492649,771,1,"FBgn0267991","FBtr0347590",4045
"165","chr2L",502393,503108,716,"*","Promoter (<=1kb)",1,500873,502236,1364,2,"FBgn0267992","FBtr0347591",-157
"166","chr2L",504028,504253,226,"*","Promoter (1-2kb)",1,500873,502236,1364,2,"FBgn0267992","FBtr0347591",-1792
"167","chr2L",518231,518499,269,"*","Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,523466,540560,17095,1,"FBgn0003963","FBtr0078063",-4967
"168","chr2L",520791,521261,471,"*","Promoter (2-3kb)",1,523466,540560,17095,1,"FBgn0003963","FBtr0078063",-2205
"169","chr2L",524226,524778,553,"*","Promoter (<=1kb)",1,523736,540560,16825,1,"FBgn0003963","FBtr0329895",490
"170","chr2L",531779,532004,226,"*","Intron (FBtr0333012/FBgn0003963, intron 2 of 7)",1,523736,540560,16825,1,"FBgn0003963","FBtr0329895",8043
"171","chr2L",533229,533912,684,"*","Intron (FBtr0333012/FBgn0003963, intron 2 of 7)",1,540599,542580,1982,2,"FBgn0010602","FBtr0310028",8668
"172","chr2L",539195,539420,226,"*","Exon (FBtr0333012/FBgn0003963, exon 6 of 8)",1,540599,542580,1982,2,"FBgn0010602","FBtr0310028",3160
"173","chr2L",543106,543331,226,"*","Promoter (<=1kb)",1,541393,542580,1188,2,"FBgn0010602","FBtr0310029",-526
"174","chr2L",543668,543939,272,"*","Promoter (<=1kb)",1,542786,544653,1868,2,"FBgn0031260","FBtr0078080",714
"175","chr2L",545639,546062,424,"*","Promoter (<=1kb)",1,545129,547096,1968,1,"FBgn0031261","FBtr0078064",510
"176","chr2L",547799,548487,689,"*","Promoter (1-2kb)",1,547016,549502,2487,2,"FBgn0005660","FBtr0112854",1015
"177","chr2L",551421,552756,1336,"*","Promoter (<=1kb)",1,544925,552454,7530,2,"FBgn0005660","FBtr0344014",0
"178","chr2L",553208,553472,265,"*","Promoter (<=1kb)",1,547016,552923,5908,2,"FBgn0005660","FBtr0345429",-285
"179","chr2L",553841,554364,524,"*","Promoter (<=1kb)",1,547016,552923,5908,2,"FBgn0005660","FBtr0345429",-918
"180","chr2L",558298,558828,531,"*","Promoter (<=1kb)",1,553742,559079,5338,2,"FBgn0260933","FBtr0078078",251
"181","chr2L",559124,560373,1250,"*","Promoter (<=1kb)",1,559612,560523,912,1,"FBgn0031263","FBtr0078066",0
"182","chr2L",561940,562372,433,"*","Promoter (<=1kb)",1,560568,563347,2780,2,"FBgn0031264","FBtr0078076",975
"183","chr2L",563953,564612,660,"*","Promoter (<=1kb)",1,564163,566472,2310,1,"FBgn0031265","FBtr0078067",0
"184","chr2L",565356,565808,453,"*","Promoter (1-2kb)",1,564163,566472,2310,1,"FBgn0031265","FBtr0078067",1193
"185","chr2L",567854,568079,226,"*","Promoter (<=1kb)",1,566366,568121,1756,2,"FBgn0021874","FBtr0078075",42
"186","chr2L",568632,568857,226,"*","Promoter (<=1kb)",1,568340,572907,4568,1,"FBgn0031266","FBtr0332340",292
"187","chr2L",571608,572101,494,"*","Promoter (2-3kb)",1,573033,574264,1232,2,"FBgn0031267","FBtr0078074",2163
"188","chr2L",572752,573193,442,"*","Promoter (1-2kb)",1,573033,574264,1232,2,"FBgn0031267","FBtr0078074",1071
"189","chr2L",573821,575447,1627,"*","Promoter (<=1kb)",1,573033,574264,1232,2,"FBgn0031267","FBtr0078074",0
"190","chr2L",576541,576917,377,"*","Promoter (<=1kb)",1,575711,576550,840,2,"FBgn0013323","FBtr0333746",0
"191","chr2L",577913,578754,842,"*","Promoter (<=1kb)",1,577486,579549,2064,1,"FBgn0023489","FBtr0078070",427
"192","chr2L",599618,600055,438,"*","Promoter (2-3kb)",1,602813,603562,750,1,"FBgn0031270","FBtr0078071",-2758
"193","chr2L",607421,607804,384,"*","Promoter (1-2kb)",1,608340,609134,795,2,"FBgn0263658","FBtr0310101",1330
"194","chr2L",608168,608649,482,"*","Promoter (<=1kb)",1,608340,609134,795,2,"FBgn0263658","FBtr0310101",485
"195","chr2L",617477,617724,248,"*","Distal Intergenic",1,620298,621201,904,2,"FBgn0040106","FBtr0308305",3477
"196","chr2L",618773,619039,267,"*","Promoter (2-3kb)",1,620298,621201,904,2,"FBgn0040106","FBtr0308305",2162
"197","chr2L",620297,620892,596,"*","Promoter (<=1kb)",1,620298,621201,904,2,"FBgn0040106","FBtr0308305",309
"198","chr2L",621449,621711,263,"*","Promoter (<=1kb)",1,620298,621201,904,2,"FBgn0040106","FBtr0308305",-248
"199","chr2L",625758,626276,519,"*","Promoter (<=1kb)",1,625652,628200,2549,1,"FBgn0031273","FBtr0077999",106
"200","chr2L",638420,638668,249,"*","Distal Intergenic",1,628729,629052,324,1,"FBgn0266909","FBtr0345777",9691
"201","chr2L",639443,639668,226,"*","Distal Intergenic",1,628729,629052,324,1,"FBgn0266909","FBtr0345777",10714
"202","chr2L",644601,644938,338,"*","Exon (FBtr0078045/FBgn0284247, exon 11 of 12)",1,628729,629052,324,1,"FBgn0266909","FBtr0345777",15872
"203","chr2L",653605,654329,725,"*","Exon (FBtr0078045/FBgn0284247, exon 5 of 12)",1,628729,629052,324,1,"FBgn0266909","FBtr0345777",24876
"204","chr2L",654634,654912,279,"*","Exon (FBtr0078045/FBgn0284247, exon 5 of 12)",1,628729,629052,324,1,"FBgn0266909","FBtr0345777",25905
"205","chr2L",663981,664206,226,"*","Intron (FBtr0078045/FBgn0284247, intron 2 of 11)",1,628729,629052,324,1,"FBgn0266909","FBtr0345777",35252
