"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"170","chr2L",607421,607683,263,"*","Promoter (1-2kb)",1,608340,609134,795,2,"FBgn0263658","FBtr0310101",1451
"171","chr2L",608023,608688,666,"*","Promoter (<=1kb)",1,608340,609134,795,2,"FBgn0263658","FBtr0310101",446
"172","chr2L",617499,617729,231,"*","Distal Intergenic",1,620298,621201,904,2,"FBgn0040106","FBtr0308305",3472
"173","chr2L",618768,619044,277,"*","Promoter (2-3kb)",1,620298,621201,904,2,"FBgn0040106","FBtr0308305",2157
"174","chr2L",620374,621019,646,"*","Promoter (<=1kb)",1,620298,621201,904,2,"FBgn0040106","FBtr0308305",182
"175","chr2L",621444,621716,273,"*","Promoter (<=1kb)",1,620298,621201,904,2,"FBgn0040106","FBtr0308305",-243
"176","chr2L",625758,626276,519,"*","Promoter (<=1kb)",1,625652,628200,2549,1,"FBgn0031273","FBtr0077999",106
"177","chr2L",638443,638673,231,"*","Distal Intergenic",1,628729,629052,324,1,"FBgn0266909","FBtr0345777",9714
"178","chr2L",644197,644938,742,"*","Exon (FBtr0078045/FBgn0284247, exon 11 of 12)",1,628729,629052,324,1,"FBgn0266909","FBtr0345777",15468
"179","chr2L",653600,654334,735,"*","Exon (FBtr0078045/FBgn0284247, exon 5 of 12)",1,628729,629052,324,1,"FBgn0266909","FBtr0345777",24871
"180","chr2L",654661,654891,231,"*","Exon (FBtr0078045/FBgn0284247, exon 5 of 12)",1,628729,629052,324,1,"FBgn0266909","FBtr0345777",25932
"181","chr2L",682560,682790,231,"*","Intron (FBtr0078045/FBgn0284247, intron 2 of 11)",1,710568,715307,4740,1,"FBgn0266323","FBtr0344054",-27778
"182","chr2L",684209,684439,231,"*","Intron (FBtr0078045/FBgn0284247, intron 2 of 11)",1,710568,715307,4740,1,"FBgn0266323","FBtr0344054",-26129
"183","chr2L",686983,687462,480,"*","Intron (FBtr0078045/FBgn0284247, intron 2 of 11)",1,710568,715307,4740,1,"FBgn0266323","FBtr0344054",-23106
"184","chr2L",687974,688204,231,"*","Intron (FBtr0078045/FBgn0284247, intron 2 of 11)",1,710568,715307,4740,1,"FBgn0266323","FBtr0344054",-22364
"185","chr2L",689036,689266,231,"*","Intron (FBtr0078045/FBgn0284247, intron 2 of 11)",1,710568,715307,4740,1,"FBgn0266323","FBtr0344054",-21302
"186","chr2L",695786,696930,1145,"*","Intron (FBtr0078045/FBgn0284247, intron 2 of 11)",1,710568,715307,4740,1,"FBgn0266323","FBtr0344054",-13638
"187","chr2L",716147,716738,592,"*","Promoter (1-2kb)",1,640306,714983,74678,2,"FBgn0284247","FBtr0343249",-1164
"188","chr2L",722407,723801,1395,"*","Promoter (1-2kb)",1,721985,724833,2849,2,"FBgn0267993","FBtr0347592",1032
"189","chr2L",724486,724716,231,"*","Promoter (<=1kb)",1,721985,724833,2849,2,"FBgn0267993","FBtr0347592",117
"190","chr2L",727067,728144,1078,"*","Promoter (<=1kb)",1,728362,730564,2203,1,"FBgn0011244","FBtr0078000",-218
"191","chr2L",734727,736738,2012,"*","Distal Intergenic",1,737212,741791,4580,2,"FBgn0026438","FBtr0301316",5053
"192","chr2L",738506,738766,261,"*","Exon (FBtr0301316/FBgn0026438, exon 4 of 6)",1,737212,741791,4580,2,"FBgn0026438","FBtr0301316",3025
"193","chr2L",742425,743294,870,"*","Promoter (<=1kb)",1,737212,741791,4580,2,"FBgn0026438","FBtr0301316",-634
"194","chr2L",744354,744975,622,"*","Promoter (<=1kb)",1,737212,744395,7184,2,"FBgn0026438","FBtr0078043",0
"195","chr2L",756838,757085,248,"*","3' UTR",1,752800,762142,9343,1,"FBgn0031275","FBtr0346526",4038
"196","chr2L",780644,781280,637,"*","Promoter (<=1kb)",1,781276,782885,1610,1,"FBgn0041250","FBtr0331651",0
"197","chr2L",784566,785615,1050,"*","Promoter (<=1kb)",1,784336,788776,4441,1,"FBgn0031279","FBtr0331652",230
"198","chr2L",787564,788178,615,"*","Promoter (2-3kb)",1,786153,790798,4646,2,"FBgn0000442","FBtr0078042",2620
"199","chr2L",789415,790846,1432,"*","Promoter (<=1kb)",1,786153,790798,4646,2,"FBgn0000442","FBtr0078042",0
"200","chr2L",802792,803022,231,"*","Promoter (2-3kb)",1,799856,800323,468,1,"FBgn0266797","FBtr0345453",2936
"201","chr2L",806887,807117,231,"*","Distal Intergenic",1,810577,811531,955,1,"FBgn0051658","FBtr0078008",-3460
"202","chr2L",812920,813779,860,"*","Promoter (1-2kb)",1,811584,813380,1797,1,"FBgn0086130","FBtr0078009",1336
"203","chr2L",814306,815095,790,"*","Promoter (<=1kb)",1,813314,815950,2637,2,"FBgn0031281","FBtr0078041",855
"204","chr2L",815402,815632,231,"*","Promoter (<=1kb)",1,813314,815950,2637,2,"FBgn0031281","FBtr0078041",318
